frequency_Hz,bob1_amp,bob2_amp,bob3_amp,bob4_amp,bob5_amp
1.35153302,0.000284905849,0.001774467543,0.000985529329,0.0008725066992,0.001012925195
1.35707209,0.001173845704,0.0005924960722,0.0006558740344,0.0004018170376,0.001687188927
1.36261116,0.0003295956831,0.002296106729,0.001251115801,0.001042084034,0.0004397264273
1.36815023,0.000478293321,0.001599253902,0.003191244387,0.002107587142,0.001119397955
1.37368930,0.005475259058,0.006628945734,0.005238913187,0.00578519529,0.005450182209
1.37922837,0.01074922229,0.0152622782,0.01530191543,0.01504422014,0.01248231917
1.38476744,0.02218389638,0.03657662701,0.04213502769,0.03715799365,0.02712796296
1.39030651,0.1261934683,0.2064702058,0.2218738046,0.2051700996,0.1490619433
1.39584558,0.2810263742,0.4618845703,0.4969997091,0.457109936,0.3289897374
1.40138465,0.1708413435,0.2828809404,0.3029995672,0.2788993276,0.1986196829
1.40692372,0.01204953914,0.02143928812,0.0219203992,0.0205371436,0.0122628704
1.41246279,0.000683850532,0.001397203679,0.001357484611,0.0009360624735,0.001706850262
1.41800185,0.001975929288,0.001949357486,0.002727448491,0.002207619924,0.001177182925
1.42354092,0.0009960826931,0.001030080053,0.0007009661844,0.0005886168403,0.0015239322
1.42907999,0.0007530124345,0.0004999395219,0.0003747145237,0.0003759083877,0.001016996993
1.43461906,0.0004158004401,0.0008753910396,0.0006195833112,0.0002988914191,0.0006674796146
1.44015813,0.0003098720514,0.0006068086071,0.0007381724799,0.0007094347827,0.001276645365
1.44569720,0.0002675857398,0.0004359782464,0.0003338470278,0.0001407858485,0.0007013637148
1.45123627,0.0007029293234,0.001662670786,0.000216513589,0.0001641180673,0.0006318186863
1.45677534,0.0009495426771,0.002112363026,0.0006652706941,0.0002353169954,0.0004203805147
1.46231441,0.0007693807559,0.002010898368,0.0006469330877,5.284565131e-05,0.0002293522203
1.46785348,0.0004882278425,0.001403362583,0.0002392371625,0.0003044901341,0.000366341921
1.47339255,8.333184888e-05,0.0009362990558,0.0006538658006,0.0006517445576,0.00116268985
1.47893162,0.0007015795857,0.0003766174545,0.001160886146,0.0004463541187,0.001469362639
1.48447069,0.0005164432171,0.0005188859789,0.0009288701248,6.792817376e-05,0.00124206087
1.49000976,0.000245841831,0.0003414450318,0.00016157064,2.689192851e-05,0.0006788242696
1.49554883,0.0007691592298,0.0004836298443,0.0003535397984,0.0002896493912,0.0001359374421
1.50108790,0.000757530925,0.0002512521394,0.0005994901935,0.0003069727141,0.0004319430248
1.50662697,0.0004349956519,0.0007686373373,0.001071274356,0.0005277576465,0.0005519926492
1.51216604,0.0003868008378,0.0004330786398,0.001050590807,0.0006200446649,0.0003988647995
1.51770511,0.000508039921,0.001001980035,0.0005996160078,0.0006786986718,0.0003541557025
1.52324418,0.000569499272,0.0008456814417,0.0005046811781,0.0009292295192,0.0002599955386
1.52878325,0.0003216434676,0.0007822896882,0.0004412794827,0.000332498334,0.0007748364319
1.53432232,0.0003783606911,0.0009827057765,0.0007557406766,0.0001789220842,0.0009496962222
1.53986139,0.0007010867844,0.0004832687328,0.0009588480512,0.0001250300834,0.0006485520938
1.54540046,0.000688424352,0.0008352566507,0.0002350491977,0.0006607804973,0.0007621268578
1.55093953,0.0008200611239,0.000717746974,0.0006753341136,0.0009594572422,0.000737857653
1.55647860,0.0009519709957,0.0005511769333,0.0003244188037,0.0006344608717,0.001019697793
1.56201767,0.0003298506129,0.0009167843268,0.0003125336244,0.000719508741,0.0007406418667
1.56755674,0.0002257558101,0.0003634171996,0.0002387871869,0.0004315089151,0.0005192355869
1.57309581,0.0005027721972,0.0005085293477,0.0003673971292,0.000505022083,0.0004317965922
1.57863488,0.0002730737308,0.0006840973927,0.0006790446243,0.0004243036139,0.0001851846272
1.58417395,0.0003375449316,0.00112715165,0.0006622776554,0.0003189055056,0.0004395848282
1.58971302,0.0001487156938,0.0008362831207,0.0005177554778,0.0002056644367,0.0006740718677
1.59525209,0.0001944742236,0.0007932844812,0.000389679252,0.0002724665183,0.0008048207897
1.60079116,0.0003927777406,0.0004575879214,0.0003893709398,0.0001920348661,0.0005747131893
1.60633023,0.0003764601558,0.0008567622881,0.0002560819426,6.044015471e-05,0.0001162879557
1.61186930,0.0003606084291,0.00117916448,0.0002386739233,0.0002544987105,0.0003386729657
1.61740837,0.0004389958557,0.0006808250464,0.0001389538128,0.0001508802041,0.0005864292891
1.62294744,0.0004260422987,0.0007943221527,0.0005251793432,0.0003426699985,0.0002212419384
1.62848651,0.001045753582,0.0009091606351,0.0006729385707,0.0003820490507,0.0004626633001
1.63402557,0.0005895835746,0.0009746935908,0.0005002347405,0.0003715033089,0.0003917854264
1.63956464,0.0001139565648,0.001564600618,0.0003966883325,0.0004798259698,0.000256522982
1.64510371,0.0004552141843,0.001443960759,0.0006937634755,0.0001872634651,0.0004702405701
1.65064278,0.0003900398806,0.0009541673832,0.0003990609227,0.000499899002,0.0009532620726
1.65618185,0.0003964430902,0.0005106341699,0.0001504774479,0.0003706452466,0.0003846299837
1.66172092,0.0004636218892,4.010655629e-05,0.0003167958666,0.0004251880976,0.0004206065199
1.66725999,0.0003058911958,0.0005636602644,0.000283660009,0.0002126814865,0.0006504970512
1.67279906,0.0004186096627,0.0005577707047,0.0003086070663,0.0002224475985,0.000675364531
1.67833813,0.0001583369294,0.0007713774929,0.0005782615199,0.0002361867124,0.0004685917771
1.68387720,0.0004223530705,0.0002364100023,0.0006613512879,0.0003381660277,0.0003701579699
1.68941627,0.0006213562852,0.0006434771815,0.0003609389671,0.000652102285,0.0001732985081
1.69495534,0.0005932739027,0.0007394378382,0.0007385990194,0.0007788694314,0.0004348238126
1.70049441,0.0004833832366,0.0007507863599,0.0009513445297,0.0005789501827,0.0002012661224
1.70603348,0.0005670053836,0.0006757660267,0.0005269014334,8.180462853e-05,0.0005979753363
1.71157255,0.0002066692413,0.0005553681057,0.000451178225,0.00039474963,0.0005258381516
1.71711162,0.0002155151146,0.0005375086086,0.0002746644365,0.0003953031401,0.0004353763643
1.72265069,0.0005301109563,0.0007131415851,0.0001798562928,0.0002936402788,0.000644527108
1.72818976,0.0002743867434,0.0001901607918,0.0005262935278,0.0002152898245,0.0004179825724
1.73372883,0.0004448381503,0.0002574283148,0.0006146508624,0.0003398533204,0.000132397144
