f_Hz,bob1,bob2,bob3,bob4,bob5
0.9555560808319016,0.00026293458836641964,0.0004735441138949713,0.00020667071590455986,0.0002567640184618156,0.000429140165844399
0.9627407130186076,0.00038446161411849445,0.0004369146717470329,0.0007463911894471946,9.296516580104497e-05,0.00027556834987887686
0.9699253452053137,0.00020769283258043728,0.0003929597914604174,0.0006427696522275866,0.0004359633327561374,0.0005243262842347063
0.9771099773920197,0.00016239719139869358,0.00031641589134338036,0.0002341822204219561,0.000371593251205448,0.00046597274778416227
0.9842946095787257,0.00013930902028002145,0.0003591800897764627,0.00022517274267790487,0.0003394299563717687,6.583094555250051e-05
0.9914792417654318,0.0003508292152044322,0.00013129791711686954,0.0006340133840198106,0.00017594174483047783,0.0002790095972716382
0.9986638739521377,0.00015426139166044796,0.0004908356145570735,0.0005108492323090034,0.0002683365125771184,0.0010728213800382774
1.0058485061388438,0.0009079517526168427,0.0007009431466653904,0.00029559036769538573,0.0005527536575166184,0.0010234416248867412
1.0130331383255498,0.0008142368418336971,0.00015387957474016613,0.0006535475028707178,0.0005849028358690376,0.0008660908741357622
1.020217770512256,0.001387346213288769,0.001149661819255687,0.0008300289832407292,0.0010813222639043736,0.0011782432792780736
1.0274024026989619,0.002642392426672988,0.001829731872535597,0.0005919632312722036,0.00142774824553113,0.0010811013168516713
1.0345870348856678,0.0013303330419779918,0.0008959263784095756,0.00022861078073830286,0.0006786363000633221,0.00022635358796886153
1.041771667072374,0.00032052132718306237,0.00027076441408642725,0.00013751580342451135,0.0004140382616589013,0.0004908633854796939
1.04895629925908,0.00026651158025221936,0.0003381527620980688,0.0003812354492992494,0.000519985008741705,0.0006048050041315387
1.056140931445786,7.578895300019434e-05,0.0002844198062020592,0.00044053249357063514,0.0003586963146991438,0.0005426055053408059
1.063325563632492,0.00010190938601544947,0.00029173845146913144,0.00011494351649554646,0.00035634583690649966,0.0005728184773142333
1.070510195819198,0.00018563129238414517,0.00036622040004016137,0.0002940414364219341,0.0004493516290278838,0.0004358955885003022
1.077694828005904,0.00011759773540461477,0.00044131855886012767,0.00039212604829636037,0.00039798125768535504,0.00018565997466969577
1.0848794601926102,4.0142215055158864e-05,0.0003740062063151944,0.0004714358916080607,0.0002258785818855434,0.00032332885928503907
1.0920640923793161,7.147030287735112e-05,0.00012051834319660213,0.00019807083673412053,0.00040351807218174534,0.000286768899206664
1.099248724566022,0.0002819265976292428,0.00040097533240842726,0.000488639857256689,0.0005088045856441291,0.00019308157243754545
